guid;full_name;last_name;first_name;patronymic;was_fixed
7f17b4fc-9038-4315-a646-7d22abe92ad4;Гусев Всемил Абрамович;Гусев;Всемил;Абрамович;NO
8a8d7e2b-f5de-402d-ac93-5f152998ce1c;Жукова А. А.;Жукова;Авдей;Архипович;NO
fd364d08-efd2-4774-be09-9d8747ec4b5e;Петрова Лазарь Никифоровна;Петрова;Лазарь;Никифоровна;NO
07b19bd7-7da1-4042-9596-54b8336fe1e7;Лапин Ксения Иларионович;Лапин;Ксения;Иларионович;NO
8359b6b9-5510-465d-85ce-ffaaa2488bea;Петрова А. А.;Пелрова;Антип;Андреевич;NO
7b92d3e1-8646-4f7a-b662-7712ca20f6df;Давыдов Р. Т.;Давыдов;Регина;Трофимович;YES
106c2917-44cb-47e7-befb-7c66a29d8d0b;Титов Серафим Алексеевна;Титов;Серафим;Алексеевна;NO
5f7b9229-4a1b-4a92-8135-b93bb2a99dfd;Александров Г. А.;Александров;Герман;Арсеньевич;NO
ab36a6ef-2f49-487a-a7b0-2419c2b0784c;Наумова Анисим Ефремович;Наумова;Анисим;Ефремович;NO
b6f817e2-1bfc-496f-8296-7fbe3e31cc10;Александров Моисей Юльевич;Александров;Моисей;Юльевич;NO
e3de641a-f8c1-4fa2-a298-a702f89783c9;Рогов Алевтина Захарьевич;Рогов;Алевтина;Захарьевич;NO
d7447538-994a-435d-b25b-8184b5a0e3e6;ИП Гришин К.А.;Гришин;Кузьма;Адрианович;NO
b83a1209-989e-487f-a9e0-87f2b0c44062;Дементьева Фрол Якубович;Дементьева;Фрол;Якубович;NO
5ba61425-2335-48c4-b199-149a756e28fe;Карпов Прокофий Павловна;Карпов;Прокофий;Павловна;NO
0823b974-81f7-4992-b7e7-901d3025dfdf;Зимина Эдуард Тарасович;Зимина;Эдуард;Тарасович;NO
abbab12a-d18a-461e-9c2a-84183d869c4a;Мухин Роман Тихонович;Мухин;Роман;Тихонович;NO
acf5c918-92a5-42d0-89fe-84e608252207;ИП Бобылева С.Е.;Бобылева;Сократ;Ефремович;NO
f8838eb3-817d-4429-9d37-61aa117771cb;ИП Гусев М.Е.;Гусев;Милен;Евсеевич;NO
63a5a97c-b680-489b-80a3-439f37e1edce;Стрелков Роман Якубович;Маслов;Аристарх;Измаилович;NO
afa59351-f7e9-4183-a282-38b9e0487b75;Стрелков Роман Якубович;Стрелков;Роман;Якубович;NO
e646600d-5810-4cc1-a5a7-e84b7d9fcc7b;Гусева Феврония Кирилловна;Гусева;Феврония;Кирилловна;NO
93768ade-f52b-44a6-b967-69adca329b30;Волкова Милен Феликсович;Волкова;Милен;Феликсович;NO
8506e31b-e3a1-4d09-b7bd-571ca748b9d7;Лихачева Мстислав Аксёнович;Лихачева;Мстислав;Аксёнович;NO
1d2d8b96-9b57-47a0-963a-ba9bb95df3b3;ИП Хохлов Г.Л.;Хохлов;Герман;Львовна;NO
641f3e24-7d4f-4abf-a5f4-206449eb3d60;Александров Ю. Т.;Александров;Юлия;Тарасович;NO
32a817ed-7dd5-4b7a-95ad-d65632dfb496;Щербаков Ермолай Антонович;Щербаков;Ермолай;Антонович;NO
1d4a701e-4e8b-45e0-ab71-d4260cf68d6c;Галкин Аристарх Вячеславовна;Галкин;Аристарх;Вячеславовна;NO
7298c80d-546c-48b1-90f7-8e540354cf94;Галкин А. В.;Галкин;Агап;Венедиктович;NO
8fd49f51-253e-4bd6-a9bb-bc6244652159;Мухин С. Т.;Мухин;Сократ;Тихонович;NO
eb7ad228-29ba-4182-968d-66ea6c5840d2;Хохлов Регина Натановна;Хохлов;Регина;Натановна;NO
54a0dc87-8af1-4fb5-abe1-ac068a4ad8f3;Кузьмин Таисия Матвеевич;Кузьмин;Таисия;Матвеевич;NO
dcaa6c3f-d43a-4624-96fe-60ebe43eea01;Савина О. А.;Савина;Онуфрий;Арсеньевич;NO
dd138a15-94e0-4893-9d17-716eecb90f64;Белякова Капитон Вилорович;Белякова;Капитон;Вилорович;NO
abff79e0-8b4e-4dfe-9453-5c35d11cd601;Кулагина Юлия Рубеновна;Кулагина;Юлия;Рубеновна;NO
74dcf118-b71d-49c9-a053-2caad638de14;Богданова Рюрик Яковлевич;Богданова;Рюрик;Яковлевич;NO
84756aac-9a7a-4c14-89b3-9b4a5ffd832a;ИП Лапин В.А.;Лапин;Всемил;Адамосич;NO
17d4118b-f37b-47c2-b613-ac97a3e461ec;Савин Юлия Абрамович;Савин;Юлия;Абрамович;NO
b11933e2-f52e-4ed8-8fa9-5856cdf025ff;Щербаков Евлампий Фёдорович;лербаков;Евлампий;Фёдорович;NO
8f669973-2997-491b-b045-f09e1d2bc742;ИП Пахомов Л.Р.;Пахомов;Леонтий;Робертовна;NO
e323ef99-744d-487a-a9b0-bd5ac40c82ac;Щербаков Евлампий Юльевна;Щербаков;Евлампий;Юльевна;NO
2b9071f6-6e08-46b9-8771-d00e21274bfd;Савин Гостомысл Измаилович;Савип;Гостомысл;Измаилович;NO
a780d66b-fd21-4b6a-a5d0-d05bfd654efd;ИП Антонов К.А.;Антонов;Капитон;Аксёнович;NO
d767bba1-835e-4072-9d1d-d81b3b16b066;Гусева Х. Э.;Гумева;Харлампий;Эдгардович;NO
5e3fe3b8-8a40-4b4e-b9a3-6d9fe02864a6;Селезнева Эммануил Михайловна;Селезнева;Эммануил;Михайловна;NO
b3f8940b-9c63-4215-8a0e-77a65b207470;Фролов Т. А.;Фролов;Таисия;Анисимович;NO
c607d771-3081-40b9-be22-86fae95f5bd6;Лапин Творимир Святославовна;Лапин;Творимир;Святославовна;NO
c45d8cf4-f8bd-4d4a-9977-de19c4662ad4;Гусева О. В.;Гусева;Онуфрий;Валериевна;NO
074249ab-eef0-4fb2-8449-53af509ae026;Цветков Радислав Антипович;Цветков;Радислав;Антипович;NO
f59d0d58-b96b-4643-a3b0-aeddec6d4355;Шашков Ульяна Филипповна;Шашков;Ульяна;Филипповна;NO
